0,18.38
10,10.95
20,8.754
30,0.00E+00
40,18.56
50,10.58
60,28.27
70,55.41
80,78.97
90,120.7
100,149.4
110,230.4
120,295.2
130,340.7
140,394.3
150,400.6
160,460.6
170,489.9
180,574.1
190,598.8
200,721.8
210,750.2
220,854.4
230,947.4
240,1058
250,1304
260,1471
270,1733
280,1911
290,2013
300,2134
310,2189
320,2271
330,2560
340,2729
350,3025
360,3025
370,3051
380,2932
390,2802
400,2703
410,2538
420,2398
430,2043
440,1772
450,1533
460,1283
470,1081
480,944.4
490,829.3
500,712.6
510,605.4
520,497.6
530,470.9
540,440.1
550,413.4
560,409.6
570,407.8
580,394.1
590,401.1
600,409
610,428.7
620,438.5
630,432.4
640,453.1
650,507.7
660,525.2
670,530.4
680,526.8
690,567.7
700,571.2
710,584
720,567.1
730,578.3
740,548.2
750,554.5
760,533.6
770,510.5
780,490.2
790,471.1
800,490.3
810,477.4
820,405
830,394.8
840,392
850,390.5
860,386
870,386
880,381.8
890,370.8
900,369.2
910,379.9
920,380.6
930,321.1
940,346.8
950,342.2
960,322.8
970,334
980,310.3
990,307
1000,310.8
1010,303
1020,267.4
1030,280
1040,258.2
1050,199.7
1060,184.1
1070,220.2
1080,186.7
1090,190.4
1100,184.3
