0.000000000000000000e+00,1.339919083415058498e+00,2.030490472503643229e+00,2.702122640999999437e+00,3.535613206999999480e+00,3.550708524385837617e+00,9.557038834999995736e-01,1.362455926200849543e+00,2.182728733267624399e+00,2.892222358513379277e+00
1.106839621999999856e+00,0.000000000000000000e+00,5.242924530000001582e-01,1.196462263999999553e+00,2.029952829999999597e+00,2.086906968998940126e+00,1.393076818682944529e+00,1.053398057999999970e+00,9.355115186479185940e-01,2.205092589314191720e+00
1.908962263499999867e+00,6.363207545000002519e-01,0.000000000000000000e+00,3.943396224999995425e-01,1.227830188499999586e+00,1.323003567384955170e+00,1.986795397263760643e+00,1.286316830765096508e+00,7.220873784999999323e-01,2.123786407499999918e+00
2.576650942999999749e+00,1.304009434000000134e+00,3.898584910000000292e-01,0.000000000000000000e+00,5.601415089999997043e-01,6.757722995917374575e-01,2.517788023479957893e+00,1.685056305828490197e+00,6.111108093100950933e-01,2.031411375958330989e+00
3.271226414499999624e+00,1.998657122790377105e+00,1.085631175408930060e+00,4.212264144999995352e-01,0.000000000000000000e+00,3.228155340000000706e-01,3.149511964927132368e+00,2.270739403035455073e+00,9.408695048611521727e-01,2.192557929777082748e+00
3.266860625743495561e+00,2.075474917378229645e+00,1.251128880912343755e+00,5.735209936875463876e-01,2.973300970000001264e-01,0.000000000000000000e+00,3.004689607919353911e+00,2.090334280333736583e+00,7.438679239999999027e-01,1.666965612450885148e+00
1.202063106500000256e+00,1.850617511074498678e+00,2.335176138415146152e+00,2.744968018855491021e+00,3.459869260265751034e+00,3.303877488452081401e+00,0.000000000000000000e+00,7.349056605000003906e-01,1.819339622500000031e+00,1.890621916776747291e+00
1.353794892504316616e+00,1.329973529315285230e+00,1.544683345686855169e+00,1.789597435287548333e+00,2.448152255487563433e+00,2.272465745489554489e+00,6.363207550000000712e-01,0.000000000000000000e+00,8.066037729999999684e-01,1.044614621981435842e+00
2.293017753622964339e+00,1.479286231202179946e+00,1.253033980999999741e+00,1.024950240455176242e+00,1.362455926529754668e+00,1.074490292484984177e+00,1.841745283000000066e+00,9.275943390000001010e-01,0.000000000000000000e+00,7.518203880000000616e-01
2.768709663439355317e+00,2.350590085134275586e+00,2.268203883500000018e+00,2.044015018515489501e+00,2.222344535118608633e+00,1.750483439358558879e+00,1.740926582794622313e+00,9.523389968661762905e-01,3.652912614999999086e-01,0.000000000000000000e+00
